Time,Price ($)
2017-06-05 06:00:00,17.37
2017-06-05 07:00:00,18.21
2017-06-05 08:00:00,18.48
2017-06-05 09:00:00,18.61
2017-06-05 10:00:00,18.58
2017-06-05 11:00:00,17.46
2017-06-05 12:00:00,17.76
2017-06-05 13:00:00,19.88
2017-06-05 14:00:00,19.61
2017-06-05 15:00:00,18.61
2017-06-05 16:00:00,17.09
2017-06-05 17:00:00,15.17
2017-06-05 18:00:00,14.83
2017-06-05 19:00:00,14.29
2017-06-05 20:00:00,15.33
2017-06-05 21:00:00,15.25
2017-06-05 22:00:00,15.91
2017-06-05 23:00:00,16.54
2017-06-06 00:00:00,17.74
2017-06-06 01:00:00,17.43
2017-06-06 02:00:00,18.4
2017-06-06 03:00:00,18.85
2017-06-06 04:00:00,17.78
2017-06-06 05:00:00,16.76
2017-06-06 06:00:00,17.18
2017-06-06 07:00:00,16.86
2017-06-06 08:00:00,14.65
2017-06-06 09:00:00,14.91
2017-06-06 10:00:00,15.17
2017-06-06 11:00:00,15.37
2017-06-06 12:00:00,16.89
2017-06-06 13:00:00,16.5
2017-06-06 14:00:00,14.96
2017-06-06 15:00:00,15.59
2017-06-06 16:00:00,15.75
2017-06-06 17:00:00,16.35
2017-06-06 18:00:00,17.0
2017-06-06 19:00:00,17.15
2017-06-06 20:00:00,16.6
2017-06-06 21:00:00,16.53
2017-06-06 22:00:00,16.37
2017-06-06 23:00:00,15.92
2017-06-07 00:00:00,16.07
2017-06-07 01:00:00,15.95
2017-06-07 02:00:00,16.0
2017-06-07 03:00:00,14.91
2017-06-07 04:00:00,14.63
2017-06-07 05:00:00,13.48
2017-06-07 06:00:00,12.42
2017-06-07 07:00:00,13.8
2017-06-07 08:00:00,12.78
2017-06-07 09:00:00,13.27
2017-06-07 10:00:00,11.58
2017-06-07 11:00:00,11.48
2017-06-07 12:00:00,12.52
2017-06-07 13:00:00,13.31
2017-06-07 14:00:00,12.56
2017-06-07 15:00:00,13.36
2017-06-07 16:00:00,12.99
2017-06-07 17:00:00,12.02
2017-06-07 18:00:00,10.81
2017-06-07 19:00:00,8.8
2017-06-07 20:00:00,9.27
2017-06-07 21:00:00,10.05
2017-06-07 22:00:00,11.72
2017-06-07 23:00:00,11.37
2017-06-08 00:00:00,11.04
2017-06-08 01:00:00,10.48
2017-06-08 02:00:00,10.79
2017-06-08 03:00:00,10.95
2017-06-08 04:00:00,9.45
2017-06-08 05:00:00,9.92
2017-06-08 06:00:00,10.49
2017-06-08 07:00:00,10.75
2017-06-08 08:00:00,10.51
2017-06-08 09:00:00,8.59
2017-06-08 10:00:00,8.69
2017-06-08 11:00:00,8.58
2017-06-08 12:00:00,8.12
2017-06-08 13:00:00,8.19
2017-06-08 14:00:00,7.96
2017-06-08 15:00:00,8.03
2017-06-08 16:00:00,7.92
2017-06-08 17:00:00,7.45
2017-06-08 18:00:00,6.34
2017-06-08 19:00:00,5.1
2017-06-08 20:00:00,5.44
2017-06-08 21:00:00,5.4
2017-06-08 22:00:00,5.81
2017-06-08 23:00:00,6.25
2017-06-09 00:00:00,6.12
2017-06-09 01:00:00,8.03
2017-06-09 02:00:00,7.53
2017-06-09 03:00:00,7.6
2017-06-09 04:00:00,7.09
2017-06-09 05:00:00,6.73
2017-06-09 06:00:00,5.7
2017-06-09 07:00:00,6.38
2017-06-09 08:00:00,5.85
2017-06-09 09:00:00,6.5
2017-06-09 10:00:00,7.57
2017-06-09 11:00:00,7.55
2017-06-09 12:00:00,7.02
2017-06-09 13:00:00,7.32
2017-06-09 14:00:00,7.89
2017-06-09 15:00:00,8.54
2017-06-09 16:00:00,7.21
2017-06-09 17:00:00,8.72
2017-06-09 18:00:00,7.84
2017-06-09 19:00:00,6.46
2017-06-09 20:00:00,7.07
2017-06-09 21:00:00,6.73
2017-06-09 22:00:00,6.84
2017-06-09 23:00:00,7.05
2017-06-10 00:00:00,8.77
2017-06-10 01:00:00,8.92
2017-06-10 02:00:00,9.39
2017-06-10 03:00:00,9.05
2017-06-10 04:00:00,8.35
2017-06-10 05:00:00,9.21
2017-06-10 06:00:00,9.8
2017-06-10 07:00:00,11.37
2017-06-10 08:00:00,10.6
2017-06-10 09:00:00,10.97
2017-06-10 10:00:00,11.75
2017-06-10 11:00:00,10.08
2017-06-10 12:00:00,8.8
2017-06-10 13:00:00,9.3
2017-06-10 14:00:00,9.53
2017-06-10 15:00:00,8.89
2017-06-10 16:00:00,9.8
2017-06-10 17:00:00,8.9
2017-06-10 18:00:00,7.46
2017-06-10 19:00:00,7.55
2017-06-10 20:00:00,7.68
2017-06-10 21:00:00,8.63
2017-06-10 22:00:00,8.85
2017-06-10 23:00:00,9.68
2017-06-11 00:00:00,8.72
2017-06-11 01:00:00,9.58
2017-06-11 02:00:00,8.54
2017-06-11 03:00:00,9.56
2017-06-11 04:00:00,9.37
2017-06-11 05:00:00,9.36
2017-06-11 06:00:00,8.94
2017-06-11 07:00:00,8.82
2017-06-11 08:00:00,8.5
2017-06-11 09:00:00,7.03
2017-06-11 10:00:00,6.21
2017-06-11 11:00:00,5.58
2017-06-11 12:00:00,5.85
2017-06-11 13:00:00,6.37
2017-06-11 14:00:00,6.07
2017-06-11 15:00:00,6.45
2017-06-11 16:00:00,6.9
2017-06-11 17:00:00,6.59
2017-06-11 18:00:00,4.16
2017-06-11 19:00:00,4.19
2017-06-11 20:00:00,5.65
2017-06-11 21:00:00,5.11
2017-06-11 22:00:00,5.85
2017-06-11 23:00:00,5.14
2017-06-12 00:00:00,4.48
2017-06-12 01:00:00,6.59
2017-06-12 02:00:00,6.52
2017-06-12 03:00:00,5.58
2017-06-12 04:00:00,6.72
2017-06-12 05:00:00,7.03
2017-06-12 06:00:00,7.42
2017-06-12 07:00:00,5.53
2017-06-12 08:00:00,5.19
2017-06-12 09:00:00,5.26
2017-06-12 10:00:00,5.1
2017-06-12 11:00:00,4.08
2017-06-12 12:00:00,3.75
2017-06-12 13:00:00,5.19
2017-06-12 14:00:00,4.8
2017-06-12 15:00:00,5.44
